Rk,Player,Age,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
17,Jordan Hawkins,23,SG,49,0,13,1.7,4.6,0.366,0.9,2.6,0.346,0.8,2,0.392,0.464,0.3,0.4,0.81,0.4,1.2,1.6,0.7,0.2,0.2,0.6,0.5,4.6,NA
18,Trey Alexander,22,SG,7,0,9.1,1.1,2.3,0.5,0.4,0.6,0.75,0.7,1.7,0.417,0.594,0.3,0.3,1,0,1.1,1.1,1,0.4,0.1,0.3,1,3,NA
19,Hunter Dickinson,25,C,3,0,5.7,0.3,1.7,0.2,0,0.7,0,0.3,1,0.333,0.2,0.7,0.7,1,0,0.3,0.3,0,0,0.7,1,1.3,1.3,NA
NA,Team Totals,NA,,80,80,241.6,42.1,90.2,0.466,11.3,32.3,0.349,30.8,57.9,0.532,0.529,20,25.5,0.784,12.1,31.7,43.8,25.2,8.9,5.2,14.3,19.8,115.4,NA
1,Toby Okani,24,SG,3,1,33.7,2.7,9.3,0.286,1,4,0.25,1.7,5.3,0.313,0.339,0,1.3,0,2,2,4,0.3,0.7,0.3,0.7,4,6.3,NA
2,Dariq Whitehead,21,SF,3,0,30.7,5.3,14.7,0.364,3.3,9.7,0.345,2,5,0.4,0.477,0.7,1,0.667,0,3.3,3.3,1.7,1.3,0,2.3,2,14.7,NA
3,Jaren Jackson Jr.,26,C,45,45,30.7,7.1,14.9,0.475,1.8,4.9,0.359,5.3,10,0.531,0.534,3.3,4.2,0.797,0.9,4.8,5.8,1.9,1,1.5,2.2,3.8,19.2,NA
4,Rayan Rupert,21,SG,14,7,29.6,3.9,9,0.437,1.4,3.5,0.388,2.6,5.5,0.468,0.512,2.1,2.6,0.806,1.4,4.2,5.6,1.8,1.5,0.4,1.3,4,11.3,NA
5,Ja Morant,26,PG,20,20,28.5,6.6,16.1,0.41,1,4.3,0.235,5.6,11.9,0.473,0.441,5.3,5.9,0.897,0.4,2.9,3.3,8.1,1,0.3,3.6,2,19.5,NA
6,Santi Aldama,25,PF,43,11,27.9,5.3,11.1,0.479,1.6,4.7,0.35,3.7,6.4,0.572,0.553,1.8,2.7,0.667,1.6,5.1,6.7,2.9,0.9,0.7,1.3,1.6,14,NA
7,Adama-Alpha Bal,22,SG,6,0,27.3,3.2,7.7,0.413,2.2,5,0.433,1,2.7,0.375,0.554,0.3,0.5,0.667,0.7,2.2,2.8,1.7,1,0,0.7,4,8.8,NA
8,Jaylen Wells,22,SG,69,69,26.4,4.4,10.1,0.431,1.9,5.3,0.353,2.5,4.8,0.517,0.524,1.9,2.5,0.784,0.9,2.3,3.2,1.6,0.9,0.1,1.1,2.1,12.5,NA
9,Lucas Williamson,27,SG,4,1,26,2.3,7.5,0.3,1.8,5.5,0.318,0.5,2,0.25,0.417,1,1,1,1.3,2,3.3,2.8,1,0,1.3,3.5,7.3,NA
10,Zach Edey,23,C,11,11,25.8,5.6,8.9,0.633,0.1,0.5,0.2,5.5,8.5,0.656,0.638,2.3,2.9,0.781,3.9,7.2,11.1,1.1,0.6,1.9,2.4,3.4,13.6,NA
11,Cedric Coward,22,SG,61,46,25.8,4.8,10.3,0.468,1.5,4.4,0.336,3.4,6,0.565,0.539,2.2,2.6,0.845,1.3,4.5,5.9,2.8,0.6,0.4,1.7,2,13.4,NA
12,Tyler Burton,25,SF,12,0,25.6,3.5,9.3,0.375,1.8,5.5,0.333,1.7,3.8,0.435,0.473,1.9,2.3,0.852,0.7,3.5,4.2,1,0.9,0.3,0.9,2.6,10.8,NA
13,Walter Clayton,22,PG,23,5,25.1,3,8.5,0.359,1.3,4.2,0.302,1.8,4.3,0.414,0.433,2.1,2.4,0.857,0.4,1.7,2.1,5.8,0.9,0.3,2.5,1.8,9.4,NA
14,Lawson Lovering,22,C,2,1,24.5,3,5,0.6,0,0,NA,3,5,0.6,0.6,1,2.5,0.4,3,4.5,7.5,1.5,1.5,0.5,1,3.5,7,NA
15,Taylor Hendricks,22,PF,25,10,24.2,4,8.8,0.452,1.5,4.4,0.333,2.5,4.3,0.574,0.537,1,1.5,0.632,1.4,3.3,4.6,1.2,1.4,0.8,1.2,2.2,10.4,NA
16,Cam Spencer,25,SG,72,20,23.8,3.7,7.7,0.473,2,4.5,0.449,1.6,3.2,0.506,0.604,1.8,1.9,0.94,0.6,2,2.5,5.6,0.7,0.2,1.3,1.4,11.1,NA
17,Jock Landale,30,C,45,25,23.6,4.4,8.6,0.514,1.1,2.9,0.38,3.4,5.8,0.581,0.577,1.3,2,0.674,3.1,3.4,6.5,1.7,0.6,0.5,1,2.3,11.3,NA
18,Ty Jerome,28,SG,15,15,22.6,6.8,14.3,0.474,2.8,6.7,0.42,4,7.7,0.522,0.572,3.3,3.7,0.875,0.7,2.1,2.8,5.7,1.1,0.3,1.8,2.1,19.7,NA
19,Kyle Anderson,32,SF,4,3,22.3,3.8,4.8,0.789,0.3,0.3,1,3.5,4.5,0.778,0.816,1.5,2,0.75,0.8,2.8,3.5,0.8,1.5,1,1.8,3,9.3,NA
20,Vince Williams Jr.,25,PG,34,12,21.6,2.7,7.8,0.352,1.4,4.7,0.308,1.3,3.1,0.419,0.445,1.1,1.4,0.804,1,3,4,4.4,0.8,0.4,1.9,2.1,8,NA
21,GG Jackson II,21,PF,55,28,21.4,4.6,9.3,0.496,1.2,3.5,0.332,3.5,5.8,0.595,0.558,2,2.7,0.742,0.9,3.4,4.3,1.5,0.6,0.8,1.5,1.4,12.5,NA
22,Kentavious Caldwell-Pope,32,SG,51,14,21.3,2.9,7.2,0.41,1.1,3.4,0.316,1.9,3.8,0.495,0.485,1.4,1.6,0.913,0.4,2.1,2.5,2.7,0.8,0.2,1.2,1.1,8.4,NA
23,Scotty Pippen Jr.,25,PG,10,6,21.2,4.3,9.6,0.448,1,3.2,0.313,3.3,6.4,0.516,0.5,1.8,2.3,0.783,0.8,1.4,2.2,4.7,1.9,0.4,2.7,3.1,11.4,NA
24,DeJon Jarreau,28,SG,11,0,21,3,7.5,0.398,0.4,2.7,0.133,2.6,4.8,0.547,0.422,1.6,2.1,0.783,1.1,3.5,4.6,3.3,0.9,0.7,2.4,2.5,8,NA
25,Javon Small,23,PG,40,12,20.1,3.2,6.7,0.472,1.5,3.3,0.439,1.7,3.4,0.504,0.58,1.7,2,0.825,0.9,2.3,3.1,3.8,0.8,0.2,1.4,1.6,9.5,NA
26,Jahmai Mashack,23,SG,28,4,19.8,2.3,5.6,0.399,0.6,2.1,0.267,1.7,3.5,0.48,0.449,0.6,1.1,0.567,0.8,1.4,2.2,1.3,1.3,0.4,1.3,2,5.7,NA
27,Olivier-Maxence Prosper,23,PF,53,24,18.6,3.6,6.6,0.549,1.1,2.8,0.405,2.5,3.8,0.653,0.634,1.6,2.2,0.754,1.1,2.4,3.5,1,0.8,0.2,0.9,1.6,10,NA
28,Christian Koloko,25,C,11,2,17.7,1.3,3.2,0.4,0,0.1,0,1.3,3.1,0.412,0.4,0.1,0.4,0.25,1.7,2.3,4,0.9,0.9,1.2,0.6,1.8,2.6,NA
29,Charles Bassey,25,C,2,0,15.5,1.5,4,0.375,0,0,NA,1.5,4,0.375,0.375,0.5,1.5,0.333,3.5,4,7.5,1,0.5,0.5,0.5,2.5,3.5,NA
30,John Konchar,29,SG,30,1,14.5,1.2,2.4,0.521,0.4,1.3,0.333,0.8,1.1,0.75,0.613,0.3,0.4,0.615,0.7,2.4,3.1,1.3,1,0.4,0.5,1,3.2,NA
31,Brandon Clarke,29,PF,2,2,10,1.5,4.5,0.333,0,0,NA,1.5,4.5,0.333,0.333,1,2,0.5,2,1,3,0.5,1,0,0,2.5,4,NA
32,Taj Gibson,40,C,8,0,9.1,1.3,2.4,0.526,0.4,0.8,0.5,0.9,1.6,0.538,0.605,0.6,0.8,0.833,1,1.6,2.6,0.6,0.3,0.1,0.1,1.3,3.5,NA
33,PJ Hall,23,C,7,0,3.9,0.7,1.3,0.556,0.1,0.4,0.333,0.6,0.9,0.667,0.611,0.3,0.4,0.667,0.4,0.9,1.3,0.3,0,0.3,0.1,0.4,1.9,NA
NA,Team Totals,NA,,79,79,240.6,41.4,90.3,0.458,13.9,39.1,0.356,27.4,51.2,0.536,0.535,18.3,23.1,0.792,11.3,30.9,42.2,28,8.9,4.9,15.2,20.5,115,NA
1,Cooper Flagg,19,SF,67,67,33.9,8,17.1,0.471,1,3.5,0.297,7,13.6,0.515,0.501,4.1,5,0.823,1.2,5.4,6.6,4.5,1.2,0.9,2.3,2.1,21.2,NA
2,Anthony Davis,32,PF,20,20,31.3,8.5,16.7,0.506,0.5,1.9,0.27,8,14.9,0.535,0.521,3,4.1,0.728,3.1,8,11.1,2.8,1.1,1.7,2.1,2.1,20.4,NA
3,P.J. Washington,27,PF,56,53,31,5.3,11.8,0.45,1.4,4.2,0.325,3.9,7.6,0.519,0.508,2.2,3.3,0.687,1.5,5.5,7,1.8,1,1.1,1.7,2.1,14.2,NA
4,Naji Marshall,28,SF,74,47,29.5,5.7,11.1,0.51,0.8,2.9,0.291,4.8,8.2,0.587,0.548,3.1,4.1,0.76,0.9,3.8,4.7,3.3,1.1,0.1,1.6,1.9,15.2,NA
5,Max Christie,22,SG,74,65,29.3,4.1,9.4,0.439,2.3,5.8,0.399,1.8,3.6,0.502,0.561,1.6,1.8,0.902,0.2,3.1,3.3,2,0.6,0.3,1.3,1.3,12.1,NA
6,Brandon Williams,26,PG,66,15,22.2,4.4,9.3,0.472,0.5,2.3,0.232,3.9,7,0.552,0.501,3.7,4.6,0.793,0.5,2.4,2.9,3.9,0.9,0.3,1.9,1.6,13,NA
7,Klay Thompson,35,SF,68,8,21.9,4.1,10.6,0.393,2.9,7.6,0.382,1.2,2.9,0.42,0.531,0.5,0.7,0.766,0.3,1.8,2.1,1.4,0.5,0.3,0.9,1,11.7,NA
8,Marvin Bagley III,26,PF,20,2,21.8,4.6,7.5,0.607,0.7,1.3,0.52,3.9,6.3,0.624,0.65,1.3,2.3,0.556,2.5,4.6,7.1,1.3,0.4,0.8,0.8,2.1,11,NA
9,Daniel Gafford,27,C,55,44,21.7,3.8,5.7,0.655,0,0,NA,3.8,5.7,0.655,0.655,2,2.9,0.683,2.5,4.4,6.9,1.1,0.8,1.3,1.1,2.6,9.5,NA
10,Khris Middleton,34,SF,26,13,21.7,3.5,8.6,0.402,1.2,3,0.38,2.3,5.6,0.414,0.469,2,2.3,0.898,0.8,2.7,3.5,2.3,0.6,0,1.8,2.1,10.1,NA
11,D'Angelo Russell,29,PG,26,3,19,3.6,8.9,0.405,1.3,4.3,0.295,2.3,4.6,0.508,0.476,1.7,2.3,0.717,0.3,2,2.3,4,0.5,0.1,1.9,1.2,10.2,NA
12,Ryan Nembhard,22,PG,57,24,18.8,2.6,6.3,0.412,0.8,2.2,0.359,1.8,4,0.441,0.476,0.4,0.5,0.769,0.2,1.9,2.1,4.9,0.4,0,1.4,1.4,6.3,NA
13,Tyus Jones,29,PG,8,2,16.6,1.6,4.3,0.382,0.5,2.4,0.211,1.1,1.9,0.6,0.441,0.1,0.3,0.5,0.1,1,1.1,3.8,0.4,0,0.6,0.6,3.9,NA
14,Dereck Lively II,21,C,7,4,16.4,1.6,2.6,0.611,0,0,NA,1.6,2.6,0.611,0.611,1.1,1.4,0.8,2,3.3,5.3,1.9,0.6,1.6,1.4,3,4.3,NA
15,John Poulakidas,22,SG,10,0,15.8,1.8,5,0.36,1.4,4.3,0.326,0.4,0.7,0.571,0.5,0.2,0.2,1,0.4,2.2,2.6,0.6,0.5,0.1,0.3,2,5.2,NA
